Line No.  LEXEME    (TOKEN-TYPE) 	ATTRIBUTE 

77        Igor      	42  (ID)      	5536800  ( id )
77        [         	120 (OPN_BRAC) 	0        ( [ )
77        (         	140 (OPN_PAR) 	0        ( ( )
77        not       	13  (NOT)     	0        ( not )
77        artist    	42  (ID)      	5538240  ( id )
77        *         	32  (TIMES)   	0        ( mulop )
77        fat       	42  (ID)      	5539312  ( id )
77        -         	31  (MINUS)   	1        ( addop )
77        syllogism 	42  (ID)      	5540384  ( id )
77        [         	120 (OPN_BRAC) 	0        ( [ )
77        (         	140 (OPN_PAR) 	0        ( ( )
77        universe  	42  (ID)      	5541640  ( id )
77        )         	145 (CLS_PAR) 	0        ( ) )
77        =         	30  (EQ)      	0        ( relop )
78        biller    	42  (ID)      	5542896  ( id )
78        /         	32  (DIVIDE)  	1        ( mulop )
78        not       	13  (NOT)     	0        ( not )
78        tightened 	42  (ID)      	5544152  ( id )
78        ]         	130 (CLS_BRAC) 	0        ( ] )
78        mod       	32  (MOD)     	3        ( mulop )
78        0         	45  (INT)     	0        ( num )
78        and       	32  (AND)     	4        ( mulop )
78        not       	13  (NOT)     	0        ( not )
78        tread     	42  (ID)      	5545960  ( id )
78        and       	32  (AND)     	4        ( mulop )
78        obstinate 	42  (ID)      	5547032  ( id )
78        [         	120 (OPN_BRAC) 	0        ( [ )
78        hag       	42  (ID)      	5548104  ( id )
78        mod       	32  (MOD)     	3        ( mulop )
78        0         	45  (INT)     	0        ( num )
79        -         	31  (MINUS)   	1        ( addop )
79        (         	140 (OPN_PAR) 	0        ( ( )
79        Fatima    	42  (ID)      	5549728  ( id )
79        )         	145 (CLS_PAR) 	0        ( ) )
79        mod       	32  (MOD)     	3        ( mulop )
79        489.2     	45  (REAL)    	2        ( num )
79        +         	999 (PLUS)    	0        ( + )
79        not       	13  (NOT)     	0        ( not )
79        8         	45  (INT)     	0        ( num )
79        div       	32  (DIV)     	2        ( mulop )
79        (         	140 (OPN_PAR) 	0        ( ( )
79        lecturing 	42  (ID)      	5552088  ( id )
79        or        	31  (OR)      	2        ( addop )
79        folk      	42  (ID)      	5553160  ( id )
79        )         	145 (CLS_PAR) 	0        ( ) )
79        +         	999 (PLUS)    	0        ( + )
79        slipping  	42  (ID)      	5554416  ( id )
80        mod       	32  (MOD)     	3        ( mulop )
80        dice      	42  (ID)      	5555488  ( id )
80        [         	120 (OPN_BRAC) 	0        ( [ )
80        pathways  	42  (ID)      	5556560  ( id )
80        ]         	130 (CLS_BRAC) 	0        ( ] )
80        /         	32  (DIVIDE)  	1        ( mulop )
80        Starr     	42  (ID)      	5557816  ( id )
80        [         	120 (OPN_BRAC) 	0        ( [ )
80        micro     	42  (ID)      	5558888  ( id )
80        -         	31  (MINUS)   	1        ( addop )
80        accuses   	42  (ID)      	5230312  ( id )
80        ]         	130 (CLS_BRAC) 	0        ( ] )
80        *         	32  (TIMES)   	0        ( mulop )
80        garble    	42  (ID)      	5560512  ( id )
80        [         	120 (OPN_BRAC) 	0        ( [ )
81        Farnsworth 	42  (ID)      	5561584  ( id )
81        -         	31  (MINUS)   	1        ( addop )
81        pudding   	42  (ID)      	5562656  ( id )
81        +         	999 (PLUS)    	0        ( + )
81        remote    	42  (ID)      	5563728  ( id )
81        *         	32  (TIMES)   	0        ( mulop )
81        September 	42  (ID)      	5564800  ( id )
81        =         	30  (EQ)      	0        ( relop )
81        Clemson   	42  (ID)      	5565872  ( id )
81        and       	32  (AND)     	4        ( mulop )
81        Skye      	42  (ID)      	5566944  ( id )
81        ]         	130 (CLS_BRAC) 	0        ( ] )
81        ]         	130 (CLS_BRAC) 	0        ( ] )
81        and       	32  (AND)     	4        ( mulop )
82        not       	13  (NOT)     	0        ( not )
82        (         	140 (OPN_PAR) 	0        ( ( )
82        container 	42  (ID)      	5568752  ( id )
82        div       	32  (DIV)     	2        ( mulop )
82        Miltonian 	42  (ID)      	5569824  ( id )
82        /         	32  (DIVIDE)  	1        ( mulop )
82        confines  	42  (ID)      	5570896  ( id )
82        /         	32  (DIVIDE)  	1        ( mulop )
82        primitives 	42  (ID)      	5571968  ( id )
82        mod       	32  (MOD)     	3        ( mulop )
82        Kashmir   	42  (ID)      	5573040  ( id )
82        [         	120 (OPN_BRAC) 	0        ( [ )
83        germinates 	42  (ID)      	5574112  ( id )
83        -         	31  (MINUS)   	1        ( addop )
83        deafer    	42  (ID)      	5575184  ( id )
83        -         	31  (MINUS)   	1        ( addop )
83        Zulu      	42  (ID)      	5576256  ( id )
83        =         	30  (EQ)      	0        ( relop )
83        stratify  	42  (ID)      	5577328  ( id )
83        +         	999 (PLUS)    	0        ( + )
83        Juddered  	42  (ID)      	5578400  ( id )
83        or        	31  (OR)      	2        ( addop )
83        keels     	42  (ID)      	5579472  ( id )
83        /         	32  (DIVIDE)  	1        ( mulop )
83        penumbra  	42  (ID)      	5580544  ( id )
83        ]         	130 (CLS_BRAC) 	0        ( ] )
84        =         	30  (EQ)      	0        ( relop )
84        diverting 	42  (ID)      	5581800  ( id )
84        [         	120 (OPN_BRAC) 	0        ( [ )
84        psychiatry 	42  (ID)      	5582872  ( id )
84        mod       	32  (MOD)     	3        ( mulop )
84        sciences  	42  (ID)      	5583944  ( id )
84        ]         	130 (CLS_BRAC) 	0        ( ] )
84        )         	145 (CLS_PAR) 	0        ( ) )
84        <=        	30  (LEQTHEN) 	3        ( relop )
84        not       	13  (NOT)     	0        ( not )
84        9         	45  (INT)     	0        ( num )
84        /         	32  (DIVIDE)  	1        ( mulop )
84        not       	13  (NOT)     	0        ( not )
84        9.8       	45  (REAL)    	2        ( num )
84        -         	31  (MINUS)   	1        ( addop )
85        frustrates 	42  (ID)      	5586488  ( id )
85        [         	120 (OPN_BRAC) 	0        ( [ )
85        barefooted 	42  (ID)      	5587560  ( id )
85        -         	31  (MINUS)   	1        ( addop )
85        7753.82e4 	45  (REAL)    	1        ( num )
85        +         	999 (PLUS)    	0        ( + )
85        (         	140 (OPN_PAR) 	0        ( ( )
85        coincided 	42  (ID)      	5589184  ( id )
85        <>        	30  (NEQ)     	1        ( relop )
85        availably 	42  (ID)      	5590256  ( id )
85        )         	145 (CLS_PAR) 	0        ( ) )
85        or        	31  (OR)      	2        ( addop )
86        amnesty   	42  (ID)      	5591512  ( id )
86        *         	32  (TIMES)   	0        ( mulop )
86        wandering 	42  (ID)      	5592584  ( id )
86        mod       	32  (MOD)     	3        ( mulop )
86        10        	45  (INT)     	0        ( num )
86        div       	32  (DIV)     	2        ( mulop )
86        7.839     	45  (REAL)    	2        ( num )
86        /         	32  (DIVIDE)  	1        ( mulop )
86        not       	13  (NOT)     	0        ( not )
86        not       	13  (NOT)     	0        ( not )
86        innocents 	42  (ID)      	5594760  ( id )
86        or        	31  (OR)      	2        ( addop )
86        (         	140 (OPN_PAR) 	0        ( ( )
86        geodesic  	42  (ID)      	5596016  ( id )
87        )         	145 (CLS_PAR) 	0        ( ) )
87        *         	32  (TIMES)   	0        ( mulop )
87        (         	140 (OPN_PAR) 	0        ( ( )
87        dole      	42  (ID)      	5597456  ( id )
87        div       	32  (DIV)     	2        ( mulop )
87        commanding 	42  (ID)      	5598528  ( id )
87        )         	145 (CLS_PAR) 	0        ( ) )
87        <>        	30  (NEQ)     	1        ( relop )
87        embodiment 	42  (ID)      	5599784  ( id )
87        mod       	32  (MOD)     	3        ( mulop )
87        221.0e86  	45  (REAL)    	1        ( num )
87        +         	999 (PLUS)    	0        ( + )
87        not       	13  (NOT)     	0        ( not )
87        not       	13  (NOT)     	0        ( not )
88        9.65e7    	45  (REAL)    	1        ( num )
88        ]         	130 (CLS_BRAC) 	0        ( ] )
88        mod       	32  (MOD)     	3        ( mulop )
88        6.25123e53 	45  (REAL)    	1        ( num )
88        )         	145 (CLS_PAR) 	0        ( ) )
88        >=        	30  (GEQTHEN) 	4        ( relop )
88        (         	140 (OPN_PAR) 	0        ( ( )
88        (         	140 (OPN_PAR) 	0        ( ( )
88        cry       	42  (ID)      	5603064  ( id )
88        -         	31  (MINUS)   	1        ( addop )
88        study     	42  (ID)      	5604136  ( id )
88        )         	145 (CLS_PAR) 	0        ( ) )
88        and       	32  (AND)     	4        ( mulop )
88        shouted   	42  (ID)      	5605392  ( id )
88        [         	120 (OPN_BRAC) 	0        ( [ )
88        leagued   	42  (ID)      	5606464  ( id )
89        <>        	30  (NEQ)     	1        ( relop )
89        polarities 	42  (ID)      	5607536  ( id )
89        ]         	130 (CLS_BRAC) 	0        ( ] )
89        *         	32  (TIMES)   	0        ( mulop )
89        not       	13  (NOT)     	0        ( not )
89        not       	13  (NOT)     	0        ( not )
89        (         	140 (OPN_PAR) 	0        ( ( )
89        lemon     	42  (ID)      	5609344  ( id )
89        <>        	30  (NEQ)     	1        ( relop )
89        sinner    	42  (ID)      	5610416  ( id )
89        or        	31  (OR)      	2        ( addop )
89        curtails  	42  (ID)      	5611488  ( id )
89        )         	145 (CLS_PAR) 	0        ( ) )
89        *         	32  (TIMES)   	0        ( mulop )
89        (         	140 (OPN_PAR) 	0        ( ( )
89        hangmen   	42  (ID)      	5612928  ( id )
90        /         	32  (DIVIDE)  	1        ( mulop )
90        valuing   	42  (ID)      	5614000  ( id )
90        *         	32  (TIMES)   	0        ( mulop )
90        not       	13  (NOT)     	0        ( not )
90        liens     	42  (ID)      	5615256  ( id )
90        mod       	32  (MOD)     	3        ( mulop )
90        keystrokes 	42  (ID)      	5616328  ( id )
90        [         	120 (OPN_BRAC) 	0        ( [ )
90        configures 	42  (ID)      	5617400  ( id )
90        <>        	30  (NEQ)     	1        ( relop )
90        mansions  	42  (ID)      	5618472  ( id )
90        ]         	130 (CLS_BRAC) 	0        ( ] )
90        )         	145 (CLS_PAR) 	0        ( ) )
90        or        	31  (OR)      	2        ( addop )
91        Budd      	42  (ID)      	5619912  ( id )
91        [         	120 (OPN_BRAC) 	0        ( [ )
91        (         	140 (OPN_PAR) 	0        ( ( )
91        savages   	42  (ID)      	5621168  ( id )
91        )         	145 (CLS_PAR) 	0        ( ) )
91        div       	32  (DIV)     	2        ( mulop )
91        (         	140 (OPN_PAR) 	0        ( ( )
91        spice     	42  (ID)      	5622608  ( id )
91        )         	145 (CLS_PAR) 	0        ( ) )
91        and       	32  (AND)     	4        ( mulop )
91        savior    	42  (ID)      	5623864  ( id )
91        [         	120 (OPN_BRAC) 	0        ( [ )
91        picketers 	42  (ID)      	5624936  ( id )
91        ]         	130 (CLS_BRAC) 	0        ( ] )
91        ]         	130 (CLS_BRAC) 	0        ( ] )
91        or        	31  (OR)      	2        ( addop )
91        not       	13  (NOT)     	0        ( not )
92        oracles   	42  (ID)      	5626560  ( id )
92        -         	31  (MINUS)   	1        ( addop )
92        tempter   	42  (ID)      	5627632  ( id )
92        [         	120 (OPN_BRAC) 	0        ( [ )
92        96.1611e4 	45  (REAL)    	1        ( num )
92        and       	32  (AND)     	4        ( mulop )
92        279       	45  (INT)     	0        ( num )
92        mod       	32  (MOD)     	3        ( mulop )
92        being     	42  (ID)      	5629440  ( id )
92        =         	30  (EQ)      	0        ( relop )
92        not       	13  (NOT)     	0        ( not )
92        Algol     	42  (ID)      	5630696  ( id )
92        ]         	130 (CLS_BRAC) 	0        ( ] )
92        *         	32  (TIMES)   	0        ( mulop )
92        pillow    	42  (ID)      	5631952  ( id )
93        [         	120 (OPN_BRAC) 	0        ( [ )
93        retraced  	42  (ID)      	5633024  ( id )
93        and       	32  (AND)     	4        ( mulop )
93        not       	13  (NOT)     	0        ( not )
93        drudgery  	42  (ID)      	5634280  ( id )
93        div       	32  (DIV)     	2        ( mulop )
93        Reno      	42  (ID)      	5635352  ( id )
93        [         	120 (OPN_BRAC) 	0        ( [ )
93        idles     	42  (ID)      	5636424  ( id )
93        <         	30  (LTHEN)   	2        ( relop )
93        brat      	42  (ID)      	5637496  ( id )
93        ]         	130 (CLS_BRAC) 	0        ( ] )
93        *         	32  (TIMES)   	0        ( mulop )
93        7         	45  (INT)     	0        ( num )
93        /         	32  (DIVIDE)  	1        ( mulop )
93        (         	140 (OPN_PAR) 	0        ( ( )
94        excellency 	42  (ID)      	5639304  ( id )
94        <=        	30  (LEQTHEN) 	3        ( relop )
94        domes     	42  (ID)      	5640376  ( id )
94        or        	31  (OR)      	2        ( addop )
94        grappling 	42  (ID)      	5641448  ( id )
94        +         	999 (PLUS)    	0        ( + )
94        briefcases 	42  (ID)      	5642520  ( id )
94        mod       	32  (MOD)     	3        ( mulop )
94        merits    	42  (ID)      	5643592  ( id )
94        )         	145 (CLS_PAR) 	0        ( ) )
94        ]         	130 (CLS_BRAC) 	0        ( ] )
94        /         	32  (DIVIDE)  	1        ( mulop )
94        (         	140 (OPN_PAR) 	0        ( ( )
95        238.71378e54 	45  (REAL)    	1        ( num )
95        div       	32  (DIV)     	2        ( mulop )
95        not       	13  (NOT)     	0        ( not )
95        sock      	42  (ID)      	5645768  ( id )
95        /         	32  (DIVIDE)  	1        ( mulop )
95        heinous   	42  (ID)      	5646840  ( id )
95        =         	30  (EQ)      	0        ( relop )
95        not       	13  (NOT)     	0        ( not )
95        (         	140 (OPN_PAR) 	0        ( ( )
95        spareness 	42  (ID)      	5648280  ( id )
95        )         	145 (CLS_PAR) 	0        ( ) )
95        )         	145 (CLS_PAR) 	0        ( ) )
95        <=        	30  (LEQTHEN) 	3        ( relop )
95        piston    	42  (ID)      	5649720  ( id )
95        [         	120 (OPN_BRAC) 	0        ( [ )
96        consigns  	42  (ID)      	5650792  ( id )
96        *         	32  (TIMES)   	0        ( mulop )
96        9.99e15   	45  (REAL)    	1        ( num )
96        <>        	30  (NEQ)     	1        ( relop )
96        not       	13  (NOT)     	0        ( not )
96        (         	140 (OPN_PAR) 	0        ( ( )
96        devoted   	42  (ID)      	5652600  ( id )
96        =         	30  (EQ)      	0        ( relop )
96        Korea     	42  (ID)      	5653672  ( id )
96        )         	145 (CLS_PAR) 	0        ( ) )
96        +         	999 (PLUS)    	0        ( + )
96        515.87588e8 	45  (REAL)    	1        ( num )
96        and       	32  (AND)     	4        ( mulop )
97        playback  	42  (ID)      	5655296  ( id )
97        [         	120 (OPN_BRAC) 	0        ( [ )
97        snarling  	42  (ID)      	5656368  ( id )
97        ]         	130 (CLS_BRAC) 	0        ( ] )
97        +         	999 (PLUS)    	0        ( + )
97        not       	13  (NOT)     	0        ( not )
97        836.7     	45  (REAL)    	2        ( num )
97        ]         	130 (CLS_BRAC) 	0        ( ] )
97        )         	145 (CLS_PAR) 	0        ( ) )
97        ]         	130 (CLS_BRAC) 	0        ( ] )
97        +         	999 (PLUS)    	0        ( + )
97        flatterer 	42  (ID)      	5658728  ( id )
97        /         	32  (DIVIDE)  	1        ( mulop )
97        (         	140 (OPN_PAR) 	0        ( ( )
97        not       	13  (NOT)     	0        ( not )
97        (         	140 (OPN_PAR) 	0        ( ( )
98        perpetual 	42  (ID)      	5660352  ( id )
98        or        	31  (OR)      	2        ( addop )
98        reinstates 	42  (ID)      	5661424  ( id )
98        -         	31  (MINUS)   	1        ( addop )
98        discretely 	42  (ID)      	5662496  ( id )
98        -         	31  (MINUS)   	1        ( addop )
98        mediocrity 	42  (ID)      	5663568  ( id )
98        +         	999 (PLUS)    	0        ( + )
98        cultured  	42  (ID)      	5664640  ( id )
98        [         	120 (OPN_BRAC) 	0        ( [ )
99        minimized 	42  (ID)      	5665712  ( id )
99        >=        	30  (GEQTHEN) 	4        ( relop )
99        Bakhtiari 	42  (ID)      	5666784  ( id )
99        ]         	130 (CLS_BRAC) 	0        ( ] )
99        -         	31  (MINUS)   	1        ( addop )
99        (         	140 (OPN_PAR) 	0        ( ( )
99        Montanan  	42  (ID)      	5668224  ( id )
99        )         	145 (CLS_PAR) 	0        ( ) )
99        mod       	32  (MOD)     	3        ( mulop )
99        misled    	42  (ID)      	5669480  ( id )
99        [         	120 (OPN_BRAC) 	0        ( [ )
99        doubleton 	42  (ID)      	5670552  ( id )
99        ]         	130 (CLS_BRAC) 	0        ( ] )
99        +         	999 (PLUS)    	0        ( + )
99        (         	140 (OPN_PAR) 	0        ( ( )
100       artwork   	42  (ID)      	5671992  ( id )
100       or        	31  (OR)      	2        ( addop )
100       satisfies 	42  (ID)      	5673064  ( id )
100       )         	145 (CLS_PAR) 	0        ( ) )
100       /         	32  (DIVIDE)  	1        ( mulop )
100       Elliot    	42  (ID)      	5674320  ( id )
100       +         	999 (PLUS)    	0        ( + )
100       simplex   	42  (ID)      	5675392  ( id )
100       [         	120 (OPN_BRAC) 	0        ( [ )
100       bandwidth 	42  (ID)      	5676464  ( id )
100       +         	999 (PLUS)    	0        ( + )
100       imminently 	42  (ID)      	5677536  ( id )
100       div       	32  (DIV)     	2        ( mulop )
101       rudiment  	42  (ID)      	5678608  ( id )
101       ]         	130 (CLS_BRAC) 	0        ( ] )
101       mod       	32  (MOD)     	3        ( mulop )
101       not       	13  (NOT)     	0        ( not )
101       not       	13  (NOT)     	0        ( not )
101       peeling   	42  (ID)      	5680232  ( id )
101       +         	999 (PLUS)    	0        ( + )
101       edit      	42  (ID)      	5681304  ( id )
101       or        	31  (OR)      	2        ( addop )
101       craggy    	42  (ID)      	5682376  ( id )
101       [         	120 (OPN_BRAC) 	0        ( [ )
101       not       	13  (NOT)     	0        ( not )
101       not       	13  (NOT)     	0        ( not )
101       upholders 	42  (ID)      	5683816  ( id )
101       [         	120 (OPN_BRAC) 	0        ( [ )
102       Centralia 	42  (ID)      	5684888  ( id )
102       ]         	130 (CLS_BRAC) 	0        ( ] )
102       ]         	130 (CLS_BRAC) 	0        ( ] )
102       )         	145 (CLS_PAR) 	0        ( ) )
102       /         	32  (DIVIDE)  	1        ( mulop )
102       not       	13  (NOT)     	0        ( not )
102       not       	13  (NOT)     	0        ( not )
102       3.7e99    	45  (REAL)    	1        ( num )
102       mod       	32  (MOD)     	3        ( mulop )
102       5.3       	45  (REAL)    	2        ( num )
102       <>        	30  (NEQ)     	1        ( relop )
102       not       	13  (NOT)     	0        ( not )
102       bulldozes 	42  (ID)      	5687800  ( id )
102       [         	120 (OPN_BRAC) 	0        ( [ )
102       not       	13  (NOT)     	0        ( not )
102       0         	45  (INT)     	0        ( num )
102       or        	31  (OR)      	2        ( addop )
103       not       	13  (NOT)     	0        ( not )
103       subverter 	42  (ID)      	5689608  ( id )
103       [         	120 (OPN_BRAC) 	0        ( [ )
103       bringing  	42  (ID)      	5690680  ( id )
103       *         	32  (TIMES)   	0        ( mulop )
103       electro   	42  (ID)      	5691752  ( id )
103       /         	32  (DIVIDE)  	1        ( mulop )
103       renewable 	42  (ID)      	5692824  ( id )
103       [         	120 (OPN_BRAC) 	0        ( [ )
103       aorta     	42  (ID)      	5693896  ( id )
103       ]         	130 (CLS_BRAC) 	0        ( ] )
103       *         	32  (TIMES)   	0        ( mulop )
103       conditions 	42  (ID)      	5695152  ( id )
104       [         	120 (OPN_BRAC) 	0        ( [ )
104       emotion   	42  (ID)      	5696224  ( id )
104       >         	30  (GTHEN)   	5        ( relop )
104       adjoins   	42  (ID)      	5697296  ( id )
104       ]         	130 (CLS_BRAC) 	0        ( ] )
104       ]         	130 (CLS_BRAC) 	0        ( ] )
104       *         	32  (TIMES)   	0        ( mulop )
104       not       	13  (NOT)     	0        ( not )
104       implants  	42  (ID)      	5698920  ( id )
104       ]         	130 (CLS_BRAC) 	0        ( ] )
104       and       	32  (AND)     	4        ( mulop )
104       not       	13  (NOT)     	0        ( not )
104       rebels    	42  (ID)      	5700360  ( id )
104       )         	145 (CLS_PAR) 	0        ( ) )
104       div       	32  (DIV)     	2        ( mulop )
104       not       	13  (NOT)     	0        ( not )
105       214.232e1 	45  (REAL)    	1        ( num )
105       <>        	30  (NEQ)     	1        ( relop )
105       2879.153  	45  (REAL)    	2        ( num )
105       ]         	130 (CLS_BRAC) 	0        ( ] )
105       mod       	32  (MOD)     	3        ( mulop )
105       Shillong  	42  (ID)      	5702720  ( id )
105       do        	12  (DO)      	0        ( do )
105       if        	8   (IF)      	0        ( if )
105       modem     	42  (ID)      	5703976  ( id )
105       /         	32  (DIVIDE)  	1        ( mulop )
105       Grumman   	42  (ID)      	5705048  ( id )
105       [         	120 (OPN_BRAC) 	0        ( [ )
105       not       	13  (NOT)     	0        ( not )
105       not       	13  (NOT)     	0        ( not )
106       streams   	42  (ID)      	5706488  ( id )
106       +         	999 (PLUS)    	0        ( + )
106       (         	140 (OPN_PAR) 	0        ( ( )
106       (         	140 (OPN_PAR) 	0        ( ( )
106       933.1e11  	45  (REAL)    	1        ( num )
106       +         	999 (PLUS)    	0        ( + )
106       indulgence 	42  (ID)      	5708296  ( id )
106       [         	120 (OPN_BRAC) 	0        ( [ )
106       hanged    	42  (ID)      	5709368  ( id )
106       or        	31  (OR)      	2        ( addop )
106       elevens   	42  (ID)      	5710440  ( id )
106       <>        	30  (NEQ)     	1        ( relop )
106       skater    	42  (ID)      	5711512  ( id )
106       -         	31  (MINUS)   	1        ( addop )
107       caverns   	42  (ID)      	5712584  ( id )
107       ]         	130 (CLS_BRAC) 	0        ( ] )
107       <         	30  (LTHEN)   	2        ( relop )
107       not       	13  (NOT)     	0        ( not )
107       not       	13  (NOT)     	0        ( not )
107       goofed    	42  (ID)      	5714208  ( id )
107       )         	145 (CLS_PAR) 	0        ( ) )
107       *         	32  (TIMES)   	0        ( mulop )
107       not       	13  (NOT)     	0        ( not )
107       not       	13  (NOT)     	0        ( not )
107       (         	140 (OPN_PAR) 	0        ( ( )
107       decency   	42  (ID)      	5716016  ( id )
107       +         	999 (PLUS)    	0        ( + )
107       foggiest  	42  (ID)      	5717088  ( id )
107       [         	120 (OPN_BRAC) 	0        ( [ )
107       Knowles   	42  (ID)      	5718160  ( id )
108       <>        	30  (NEQ)     	1        ( relop )
108       girth     	42  (ID)      	5719232  ( id )
108       ]         	130 (CLS_BRAC) 	0        ( ] )
108       )         	145 (CLS_PAR) 	0        ( ) )
108       )         	145 (CLS_PAR) 	0        ( ) )
108       and       	32  (AND)     	4        ( mulop )
108       locksmith 	42  (ID)      	5720856  ( id )
108       /         	32  (DIVIDE)  	1        ( mulop )
108       not       	13  (NOT)     	0        ( not )
108       not       	13  (NOT)     	0        ( not )
108       meekest   	42  (ID)      	5722296  ( id )
108       +         	999 (PLUS)    	0        ( + )
108       not       	13  (NOT)     	0        ( not )
108       (         	140 (OPN_PAR) 	0        ( ( )
108       (         	140 (OPN_PAR) 	0        ( ( )
108       not       	13  (NOT)     	0        ( not )
108       octet     	42  (ID)      	5724104  ( id )
108       -         	31  (MINUS)   	1        ( addop )
109       camping   	42  (ID)      	5725176  ( id )
109       and       	32  (AND)     	4        ( mulop )
109       99.61338e49 	45  (REAL)    	1        ( num )
109       *         	32  (TIMES)   	0        ( mulop )
109       casks     	42  (ID)      	5726616  ( id )
109       -         	31  (MINUS)   	1        ( addop )
109       (         	140 (OPN_PAR) 	0        ( ( )
109       rumpus    	42  (ID)      	5727872  ( id )
109       )         	145 (CLS_PAR) 	0        ( ) )
109       and       	32  (AND)     	4        ( mulop )
109       betting   	42  (ID)      	5729128  ( id )
109       and       	32  (AND)     	4        ( mulop )
109       sublimed  	42  (ID)      	5730200  ( id )
110       [         	120 (OPN_BRAC) 	0        ( [ )
110       bending   	42  (ID)      	5731272  ( id )
110       ]         	130 (CLS_BRAC) 	0        ( ] )
110       -         	31  (MINUS)   	1        ( addop )
110       not       	13  (NOT)     	0        ( not )
110       Deutsch   	42  (ID)      	5732712  ( id )
110       and       	32  (AND)     	4        ( mulop )
110       drowned   	42  (ID)      	5733784  ( id )
110       [         	120 (OPN_BRAC) 	0        ( [ )
110       crystals  	42  (ID)      	5734856  ( id )
110       <=        	30  (LEQTHEN) 	3        ( relop )
110       underflow 	42  (ID)      	5735928  ( id )
110       ]         	130 (CLS_BRAC) 	0        ( ] )
110       and       	32  (AND)     	4        ( mulop )
111       not       	13  (NOT)     	0        ( not )
111       (         	140 (OPN_PAR) 	0        ( ( )
111       rust      	42  (ID)      	5737552  ( id )
111       )         	145 (CLS_PAR) 	0        ( ) )
111       div       	32  (DIV)     	2        ( mulop )
111       not       	13  (NOT)     	0        ( not )
111       40.5      	45  (REAL)    	2        ( num )
111       <>        	30  (NEQ)     	1        ( relop )
111       987.12e89 	45  (REAL)    	1        ( num )
111       mod       	32  (MOD)     	3        ( mulop )
111       not       	13  (NOT)     	0        ( not )
111       comprise  	42  (ID)      	5739912  ( id )
111       div       	32  (DIV)     	2        ( mulop )
111       0         	45  (INT)     	0        ( num )
111       and       	32  (AND)     	4        ( mulop )
111       (         	140 (OPN_PAR) 	0        ( ( )
112       ambiance  	42  (ID)      	5741536  ( id )
112       )         	145 (CLS_PAR) 	0        ( ) )
112       )         	145 (CLS_PAR) 	0        ( ) )
112       mod       	32  (MOD)     	3        ( mulop )
112       1.8       	45  (REAL)    	2        ( num )
112       )         	145 (CLS_PAR) 	0        ( ) )
112       *         	32  (TIMES)   	0        ( mulop )
112       not       	13  (NOT)     	0        ( not )
112       0         	45  (INT)     	0        ( num )
112       +         	999 (PLUS)    	0        ( + )
112       equate    	42  (ID)      	5744080  ( id )
112       mod       	32  (MOD)     	3        ( mulop )
112       not       	13  (NOT)     	0        ( not )
112       elegantly 	42  (ID)      	5745336  ( id )
112       [         	120 (OPN_BRAC) 	0        ( [ )
112       348       	45  (INT)     	0        ( num )
112       mod       	32  (MOD)     	3        ( mulop )
113       not       	13  (NOT)     	0        ( not )
113       2761.32478e4 	45  (REAL)    	1        ( num )
113       +         	999 (PLUS)    	0        ( + )
113       not       	13  (NOT)     	0        ( not )
113       shaggy    	42  (ID)      	5747512  ( id )
113       and       	32  (AND)     	4        ( mulop )
113       (         	140 (OPN_PAR) 	0        ( ( )
113       emerges   	42  (ID)      	5748768  ( id )
113       )         	145 (CLS_PAR) 	0        ( ) )
113       div       	32  (DIV)     	2        ( mulop )
113       (         	140 (OPN_PAR) 	0        ( ( )
113       adjusting 	42  (ID)      	5750208  ( id )
113       >=        	30  (GEQTHEN) 	4        ( relop )
114       continents 	42  (ID)      	5751280  ( id )
114       -         	31  (MINUS)   	1        ( addop )
114       cautioned 	42  (ID)      	5752352  ( id )
114       )         	145 (CLS_PAR) 	0        ( ) )
114       +         	999 (PLUS)    	0        ( + )
114       intimation 	42  (ID)      	5753608  ( id )
114       [         	120 (OPN_BRAC) 	0        ( [ )
114       transport 	42  (ID)      	5754680  ( id )
114       /         	32  (DIVIDE)  	1        ( mulop )
114       wines     	42  (ID)      	5755752  ( id )
114       =         	30  (EQ)      	0        ( relop )
114       jewelries 	42  (ID)      	5756824  ( id )
115       +         	999 (PLUS)    	0        ( + )
115       eyebrow   	42  (ID)      	5757896  ( id )
115       ]         	130 (CLS_BRAC) 	0        ( ] )
115       -         	31  (MINUS)   	1        ( addop )
115       (         	140 (OPN_PAR) 	0        ( ( )
115       dehumidify 	42  (ID)      	5759336  ( id )
115       -         	31  (MINUS)   	1        ( addop )
115       cuckoos   	42  (ID)      	5760408  ( id )
115       +         	999 (PLUS)    	0        ( + )
115       gaming    	42  (ID)      	5761480  ( id )
115       -         	31  (MINUS)   	1        ( addop )
115       Ed        	42  (ID)      	5762552  ( id )
115       and       	32  (AND)     	4        ( mulop )
115       intubate  	42  (ID)      	5763624  ( id )
115       mod       	32  (MOD)     	3        ( mulop )
116       41.41e45  	45  (REAL)    	1        ( num )
116       )         	145 (CLS_PAR) 	0        ( ) )
116       +         	999 (PLUS)    	0        ( + )
116       Frisbee   	42  (ID)      	5765248  ( id )
116       [         	120 (OPN_BRAC) 	0        ( [ )
116       ungrounded 	42  (ID)      	5766320  ( id )
116       mod       	32  (MOD)     	3        ( mulop )
116       not       	13  (NOT)     	0        ( not )
116       ailerons  	42  (ID)      	5767576  ( id )
